-1.610809 	-1.626859 	-1.686412 	-1.926693 	-2.238857 	-2.263592 	-2.402089 	-1.991585 	-1.937422 	-1.384835 	-1.332823 	-1.788819 	-2.029576 	-2.239837 	-1.653812 	-1.351356 	-1.298448 	-1.137289 	-1.096821 	-1.355493 	-1.415038 	-1.401583 	 
-1.562765 	-1.699313 	-1.751495 	-1.783405 	-2.055595 	-2.403121 	-2.103545 	-1.749750 	-1.556014 	-1.385970 	-1.343407 	-1.637217 	-1.848013 	-2.048500 	-1.634948 	-1.410980 	-1.242409 	-1.162501 	-1.056186 	-1.151655 	-1.204458 	-1.245010 	 
-1.647974 	-1.942838 	-2.121050 	-1.712910 	-1.718100 	-1.780909 	-1.602960 	-1.466982 	-1.412626 	-1.586559 	-1.375226 	-1.480944 	-1.925060 	-1.989906 	-1.695409 	-1.631578 	-1.489863 	-1.392326 	-1.092519 	-1.139059 	-1.226276 	-1.236570 	 
-1.745641 	-1.769250 	-1.723440 	-1.608509 	-1.536545 	-1.473815 	-1.425645 	-1.514893 	-1.588393 	-1.379438 	-1.322102 	-1.592423 	-1.640072 	-1.767520 	-1.883175 	-1.614689 	-1.637097 	-1.367993 	-1.176771 	-1.129292 	-1.136481 	-1.319625 	 
-2.083048 	-1.937582 	-1.811089 	-1.764635 	-1.668400 	-1.479366 	-1.527530 	-1.845020 	-1.715817 	-1.306856 	-1.317862 	-1.818737 	-1.569036 	-1.593284 	-1.819328 	-1.630978 	-1.673076 	-1.391572 	-1.469531 	-1.110727 	-1.004923 	-1.416406 	 
-2.660559 	-2.333691 	-2.097434 	-2.241931 	-2.006620 	-1.656143 	-1.533309 	-1.543073 	-1.385200 	-1.428856 	-1.330548 	-1.539389 	-1.500119 	-1.551804 	-1.474954 	-1.644701 	-1.664149 	-1.436780 	-1.734066 	-1.181757 	-1.078116 	-1.486519 	 
-2.158505 	-2.083542 	-1.859014 	-1.765936 	-1.906276 	-2.070642 	-1.528406 	-1.408977 	-1.302378 	-1.301573 	-1.324349 	-1.319238 	-1.245744 	-1.483635 	-1.359754 	-1.578439 	-1.455079 	-1.272283 	-1.656781 	-1.298530 	-1.297564 	-1.465925 	 
-1.719921 	-1.675065 	-1.589685 	-1.603277 	-1.765933 	-1.726057 	-1.466709 	-1.609834 	-1.415550 	-1.071771 	-1.212749 	-1.256353 	-1.174360 	-1.320904 	-1.235165 	-1.395107 	-1.288554 	-1.194481 	-1.361211 	-1.280677 	-1.399738 	-1.391672 	 
-1.730669 	-1.569019 	-1.484145 	-1.616937 	-2.073545 	-1.680783 	-1.466365 	-1.555279 	-1.341956 	-1.079201 	-1.103539 	-1.217898 	-1.376894 	-1.305850 	-1.233869 	-1.463561 	-1.409642 	-1.375982 	-1.336577 	-1.282400 	-1.367733 	-1.492694 	 
-1.711116 	-1.562476 	-1.482622 	-1.560228 	-1.744111 	-1.621827 	-1.554113 	-1.850669 	-1.473422 	-1.287511 	-1.320143 	-1.376925 	-1.936971 	-1.607675 	-1.262296 	-1.607953 	-1.524624 	-1.586425 	-1.503500 	-1.273164 	-1.301233 	-1.528867 	 
-1.648669 	-1.686402 	-1.624145 	-1.613998 	-1.872061 	-1.753814 	-1.518718 	-1.749155 	-1.850482 	-1.522193 	-1.479719 	-1.391557 	-1.910237 	-1.898633 	-1.330604 	-1.587829 	-1.403921 	-1.437259 	-1.429600 	-1.297589 	-1.292868 	-1.429619 	 
-1.828803 	-2.286417 	-2.045869 	-1.740164 	-1.769239 	-1.623570 	-1.396114 	-1.586328 	-1.889961 	-1.649869 	-1.592073 	-1.454592 	-1.774795 	-1.715127 	-1.407032 	-1.579880 	-1.455267 	-1.170674 	-1.270896 	-1.395195 	-1.284349 	-1.388840 	 
